Order_ID,Order_Date,Product_ID,Location_ID,Units_Sold,Revenue,Cost,Ad_Spend,Year,Month Name,Quarter,Start of Year,End of Year,TotalRevenue,ProductRank,TotalProfit,CityRank
ZiVA397,31-03-2025,OZ6,VA9,3,2397,1392.95,329.29,2025,March,1,01-01-2025,31-12-2025,218926,8,106096.5,2
ZiVA398,16-09-2024,OZ8,VA5,5,2495,1435.15,265.7,2024,September,3,01-01-2024,31-12-2024,171656,10,103391.5,4
ZiVA399,07-09-2024,OZ7,VA7,5,2995,2140.68,180.75,2024,September,3,01-01-2024,31-12-2024,195274,9,101495.94,5
ZiVA400,22-07-2024,OZ6,VA1,5,3995,2404.72,481.17,2024,July,3,01-01-2024,31-12-2024,218926,8,109108.47,1
ZiVA401,16-09-2025,OZ8,VA8,3,1497,864.26,95.15,2025,September,3,01-01-2025,31-12-2025,171656,10,82367.24,9
ZiVA402,07-03-2025,OZ5,VA10,1,799,554.81,108.53,2025,March,1,01-01-2025,31-12-2025,286042,5,92967.49,6
ZiVA403,25-09-2024,OZ4,VA9,2,1998,1247.86,238.91,2024,September,3,01-01-2024,31-12-2024,271728,7,106096.5,2
ZiVA404,22-08-2025,OZ4,VA1,4,3996,2992.07,440.55,2025,August,3,01-01-2025,31-12-2025,271728,7,109108.47,1
ZiVA405,16-01-2026,OZ7,VA6,3,1797,1341.83,244.15,2026,January,1,01-01-2026,31-12-2026,195274,9,76598.8,10
ZiVA406,30-08-2025,OZ5,VA8,5,3995,2708.79,515.84,2025,August,3,01-01-2025,31-12-2025,286042,5,82367.24,9
ZiVA407,14-05-2024,OZ7,VA2,4,2396,1327.97,176.32,2024,May,2,01-01-2024,31-12-2024,195274,9,103620.97,3
ZiVA408,24-02-2024,OZ3,VA7,5,12495,9347.42,1222.87,2024,February,1,01-01-2024,31-12-2024,652239,2,101495.94,5
ZiVA409,17-06-2024,OZ3,VA3,5,12495,8290.73,677.88,2024,June,2,01-01-2024,31-12-2024,652239,2,92016.54,7
ZiVA410,04-11-2025,OZ10,VA9,5,7495,5326.39,1017.28,2025,November,4,01-01-2025,31-12-2025,487175,4,106096.5,2
ZiVA411,12-01-2026,OZ7,VA8,3,1797,1130.63,176.17,2026,January,1,01-01-2026,31-12-2026,195274,9,82367.24,9
ZiVA412,07-07-2025,OZ6,VA10,2,1598,1129.12,170.55,2025,July,3,01-01-2025,31-12-2025,218926,8,92967.49,6
ZiVA413,25-02-2025,OZ10,VA1,5,7495,4174.81,899.01,2025,February,1,01-01-2025,31-12-2025,487175,4,109108.47,1
ZiVA414,08-03-2024,OZ6,VA4,1,799,586.38,74.35,2024,March,1,01-01-2024,31-12-2024,218926,8,83645.5,8
ZiVA415,12-04-2025,OZ1,VA10,3,5997,4358.34,740.79,2025,April,2,01-01-2025,31-12-2025,673663,1,92967.49,6
ZiVA416,09-03-2025,OZ3,VA6,5,12495,8542.85,1296.64,2025,March,1,01-01-2025,31-12-2025,652239,2,76598.8,10
ZiVA417,23-09-2025,OZ5,VA6,1,799,582.82,81.21,2025,September,3,01-01-2025,31-12-2025,286042,5,76598.8,10
ZiVA418,18-09-2024,OZ9,VA7,5,4495,3077.62,303.1,2024,September,3,01-01-2024,31-12-2024,283185,6,101495.94,5
ZiVA419,24-11-2025,OZ8,VA8,4,1996,1280.25,248.63,2025,November,4,01-01-2025,31-12-2025,171656,10,82367.24,9
ZiVA420,19-12-2024,OZ8,VA4,5,2495,1831.99,138.01,2024,December,4,01-01-2024,31-12-2024,171656,10,83645.5,8
ZiVA421,04-02-2025,OZ9,VA7,4,3596,2163.28,399.94,2025,February,1,01-01-2025,31-12-2025,283185,6,101495.94,5
ZiVA422,24-10-2025,OZ7,VA10,1,599,384.91,83.44,2025,October,4,01-01-2025,31-12-2025,195274,9,92967.49,6
ZiVA423,04-08-2025,OZ5,VA1,3,2397,1621.27,239.33,2025,August,3,01-01-2025,31-12-2025,286042,5,109108.47,1
ZiVA424,09-11-2025,OZ8,VA2,2,998,672.88,127.1,2025,November,4,01-01-2025,31-12-2025,171656,10,103620.97,3
ZiVA425,05-07-2024,OZ10,VA10,2,2998,1955.21,202.21,2024,July,3,01-01-2024,31-12-2024,487175,4,92967.49,6
ZiVA426,27-12-2024,OZ1,VA9,5,9995,5761.19,548.84,2024,December,4,01-01-2024,31-12-2024,673663,1,106096.5,2
ZiVA427,10-12-2025,OZ7,VA6,2,1198,809.42,171.84,2025,December,4,01-01-2025,31-12-2025,195274,9,76598.8,10
ZiVA428,26-12-2025,OZ9,VA6,3,2697,1826.12,317.98,2025,December,4,01-01-2025,31-12-2025,283185,6,76598.8,10
ZiVA429,02-10-2025,OZ1,VA4,3,5997,4192.52,781.19,2025,October,4,01-01-2025,31-12-2025,673663,1,83645.5,8
ZiVA430,24-01-2026,OZ1,VA9,4,7996,4837.87,783.16,2026,January,1,01-01-2026,31-12-2026,673663,1,106096.5,2
ZiVA431,07-12-2025,OZ5,VA2,1,799,519.55,104.58,2025,December,4,01-01-2025,31-12-2025,286042,5,103620.97,3
ZiVA432,03-07-2024,OZ2,VA1,4,8796,5609.26,1117.9,2024,July,3,01-01-2024,31-12-2024,532158,3,109108.47,1
ZiVA433,25-01-2025,OZ5,VA7,3,2397,1466.84,128.73,2025,January,1,01-01-2025,31-12-2025,286042,5,101495.94,5
ZiVA434,22-06-2024,OZ1,VA1,3,5997,4039.35,567.62,2024,June,2,01-01-2024,31-12-2024,673663,1,109108.47,1
ZiVA435,19-07-2024,OZ4,VA10,4,3996,2546.09,487.8,2024,July,3,01-01-2024,31-12-2024,271728,7,92967.49,6
ZiVA436,10-05-2024,OZ1,VA7,3,5997,4294.57,870.34,2024,May,2,01-01-2024,31-12-2024,673663,1,101495.94,5
ZiVA437,26-03-2025,OZ10,VA4,1,1499,832.88,92.55,2025,March,1,01-01-2025,31-12-2025,487175,4,83645.5,8
ZiVA438,11-08-2025,OZ5,VA3,1,799,553.88,96.82,2025,August,3,01-01-2025,31-12-2025,286042,5,92016.54,7
ZiVA439,03-11-2025,OZ10,VA10,2,2998,1841.77,384.26,2025,November,4,01-01-2025,31-12-2025,487175,4,92967.49,6
ZiVA440,06-01-2026,OZ6,VA8,3,2397,1724.86,334.94,2026,January,1,01-01-2026,31-12-2026,218926,8,82367.24,9
ZiVA441,05-11-2024,OZ4,VA10,5,4995,3331.38,332.96,2024,November,4,01-01-2024,31-12-2024,271728,7,92967.49,6
ZiVA442,30-11-2025,OZ1,VA9,3,5997,3791.78,650.75,2025,November,4,01-01-2025,31-12-2025,673663,1,106096.5,2
ZiVA443,12-06-2025,OZ8,VA10,3,1497,1108.02,207.95,2025,June,2,01-01-2025,31-12-2025,171656,10,92967.49,6
ZiVA444,13-12-2024,OZ6,VA4,5,3995,2868.12,537.46,2024,December,4,01-01-2024,31-12-2024,218926,8,83645.5,8
ZiVA445,10-04-2025,OZ1,VA10,3,5997,3885.43,338.15,2025,April,2,01-01-2025,31-12-2025,673663,1,92967.49,6
ZiVA446,23-05-2025,OZ4,VA10,1,999,746.57,84.49,2025,May,2,01-01-2025,31-12-2025,271728,7,92967.49,6
ZiVA447,07-10-2024,OZ4,VA7,5,4995,3076.01,646.86,2024,October,4,01-01-2024,31-12-2024,271728,7,101495.94,5
ZiVA448,04-12-2024,OZ4,VA1,4,3996,2721.61,259.27,2024,December,4,01-01-2024,31-12-2024,271728,7,109108.47,1
ZiVA449,12-07-2024,OZ10,VA1,1,1499,877.7,100.04,2024,July,3,01-01-2024,31-12-2024,487175,4,109108.47,1
ZiVA450,08-08-2024,OZ4,VA5,1,999,552.38,56.61,2024,August,3,01-01-2024,31-12-2024,271728,7,103391.5,4
ZiVA451,03-12-2025,OZ8,VA8,3,1497,967.76,111.36,2025,December,4,01-01-2025,31-12-2025,171656,10,82367.24,9
ZiVA452,06-04-2025,OZ7,VA2,4,2396,1754.74,352.27,2025,April,2,01-01-2025,31-12-2025,195274,9,103620.97,3
ZiVA453,08-01-2025,OZ9,VA1,4,3596,2537.76,328.04,2025,January,1,01-01-2025,31-12-2025,283185,6,109108.47,1
ZiVA454,18-10-2025,OZ5,VA7,2,1598,1005.36,187.58,2025,October,4,01-01-2025,31-12-2025,286042,5,101495.94,5
ZiVA455,07-11-2024,OZ2,VA3,2,4398,2843.42,380.73,2024,November,4,01-01-2024,31-12-2024,532158,3,92016.54,7
ZiVA456,30-08-2024,OZ6,VA6,1,799,468.67,61.77,2024,August,3,01-01-2024,31-12-2024,218926,8,76598.8,10
ZiVA457,18-10-2025,OZ1,VA1,1,1999,1189.41,169.13,2025,October,4,01-01-2025,31-12-2025,673663,1,109108.47,1
ZiVA458,18-05-2024,OZ7,VA7,2,1198,759.01,130.28,2024,May,2,01-01-2024,31-12-2024,195274,9,101495.94,5
ZiVA459,04-06-2025,OZ2,VA6,5,10995,6304.87,1028.18,2025,June,2,01-01-2025,31-12-2025,532158,3,76598.8,10
ZiVA460,17-04-2025,OZ5,VA7,4,3196,1774.21,466.2,2025,April,2,01-01-2025,31-12-2025,286042,5,101495.94,5
ZiVA461,19-07-2025,OZ5,VA5,2,1598,959.03,178.02,2025,July,3,01-01-2025,31-12-2025,286042,5,103391.5,4
ZiVA462,09-12-2024,OZ1,VA1,2,3998,2504.27,205,2024,December,4,01-01-2024,31-12-2024,673663,1,109108.47,1
ZiVA463,20-07-2024,OZ2,VA9,1,2199,1306.29,196.27,2024,July,3,01-01-2024,31-12-2024,532158,3,106096.5,2
ZiVA464,23-05-2024,OZ6,VA8,2,1598,1191.77,90.66,2024,May,2,01-01-2024,31-12-2024,218926,8,82367.24,9
ZiVA465,25-04-2025,OZ7,VA1,5,2995,1986.22,227.95,2025,April,2,01-01-2025,31-12-2025,195274,9,109108.47,1
ZiVA466,02-11-2025,OZ5,VA3,2,1598,932.41,119.34,2025,November,4,01-01-2025,31-12-2025,286042,5,92016.54,7
ZiVA467,08-07-2024,OZ1,VA7,4,7996,5520.39,660.01,2024,July,3,01-01-2024,31-12-2024,673663,1,101495.94,5
ZiVA468,04-05-2025,OZ9,VA10,2,1798,1162.22,224.67,2025,May,2,01-01-2025,31-12-2025,283185,6,92967.49,6
ZiVA469,08-07-2025,OZ9,VA10,1,899,588.7,83.02,2025,July,3,01-01-2025,31-12-2025,283185,6,92967.49,6
ZiVA470,13-04-2025,OZ3,VA3,5,12495,9223.99,786.64,2025,April,2,01-01-2025,31-12-2025,652239,2,92016.54,7
ZiVA471,10-12-2024,OZ5,VA5,1,799,563.36,86.82,2024,December,4,01-01-2024,31-12-2024,286042,5,103391.5,4
ZiVA472,04-02-2026,OZ4,VA6,4,3996,2871.18,426.63,2026,February,1,01-01-2026,31-12-2026,271728,7,76598.8,10
ZiVA473,27-03-2024,OZ10,VA7,2,2998,2045.56,195.02,2024,March,1,01-01-2024,31-12-2024,487175,4,101495.94,5
ZiVA474,24-02-2024,OZ10,VA8,4,5996,4248.19,844.95,2024,February,1,01-01-2024,31-12-2024,487175,4,82367.24,9
ZiVA475,21-03-2024,OZ2,VA2,2,4398,3081.3,484.15,2024,March,1,01-01-2024,31-12-2024,532158,3,103620.97,3
ZiVA476,21-08-2025,OZ6,VA7,3,2397,1577.69,231.7,2025,August,3,01-01-2025,31-12-2025,218926,8,101495.94,5
ZiVA477,16-11-2025,OZ7,VA7,3,1797,1184.65,212.67,2025,November,4,01-01-2025,31-12-2025,195274,9,101495.94,5
ZiVA478,27-08-2024,OZ1,VA10,1,1999,1496.1,237.83,2024,August,3,01-01-2024,31-12-2024,673663,1,92967.49,6
ZiVA479,22-09-2024,OZ8,VA8,5,2495,1487.27,367.54,2024,September,3,01-01-2024,31-12-2024,171656,10,82367.24,9
ZiVA480,09-07-2025,OZ5,VA2,4,3196,1804.08,423.44,2025,July,3,01-01-2025,31-12-2025,286042,5,103620.97,3
ZiVA481,12-09-2025,OZ10,VA8,4,5996,4049.44,780.88,2025,September,3,01-01-2025,31-12-2025,487175,4,82367.24,9
ZiVA482,09-06-2024,OZ6,VA3,2,1598,1163.42,204.77,2024,June,2,01-01-2024,31-12-2024,218926,8,92016.54,7
ZiVA483,24-04-2025,OZ4,VA5,4,3996,2416.31,467.17,2025,April,2,01-01-2025,31-12-2025,271728,7,103391.5,4
ZiVA484,13-02-2025,OZ3,VA10,3,7497,4409.01,666.68,2025,February,1,01-01-2025,31-12-2025,652239,2,92967.49,6
ZiVA485,10-07-2024,OZ10,VA1,5,7495,4731.94,439,2024,July,3,01-01-2024,31-12-2024,487175,4,109108.47,1
ZiVA486,06-01-2025,OZ4,VA9,2,1998,1463.46,100.11,2025,January,1,01-01-2025,31-12-2025,271728,7,106096.5,2
ZiVA487,07-10-2024,OZ10,VA7,1,1499,1008.59,167.46,2024,October,4,01-01-2024,31-12-2024,487175,4,101495.94,5
ZiVA488,12-05-2024,OZ8,VA9,4,1996,1421.61,264.94,2024,May,2,01-01-2024,31-12-2024,171656,10,106096.5,2
ZiVA489,19-06-2025,OZ9,VA9,1,899,533.08,49.83,2025,June,2,01-01-2025,31-12-2025,283185,6,106096.5,2
ZiVA490,12-03-2024,OZ9,VA4,1,899,628.11,119.37,2024,March,1,01-01-2024,31-12-2024,283185,6,83645.5,8
ZiVA491,26-06-2025,OZ5,VA2,4,3196,2350.03,349.29,2025,June,2,01-01-2025,31-12-2025,286042,5,103620.97,3
ZiVA492,01-01-2025,OZ7,VA5,2,1198,703.89,117.34,2025,January,1,01-01-2025,31-12-2025,195274,9,103391.5,4
ZiVA493,20-02-2025,OZ2,VA8,1,2199,1440.99,258.2,2025,February,1,01-01-2025,31-12-2025,532158,3,82367.24,9
ZiVA494,16-04-2025,OZ7,VA4,2,1198,833.56,121.34,2025,April,2,01-01-2025,31-12-2025,195274,9,83645.5,8
ZiVA495,30-06-2025,OZ10,VA1,1,1499,1028.41,218.77,2025,June,2,01-01-2025,31-12-2025,487175,4,109108.47,1
ZiVA496,30-03-2024,OZ1,VA3,2,3998,2475.27,229.75,2024,March,1,01-01-2024,31-12-2024,673663,1,92016.54,7
ZiVA497,22-05-2025,OZ3,VA1,2,4998,3641.65,704.48,2025,May,2,01-01-2025,31-12-2025,652239,2,109108.47,1
ZiVA498,24-07-2024,OZ5,VA10,3,2397,1784.11,348.53,2024,July,3,01-01-2024,31-12-2024,286042,5,92967.49,6
ZiVA499,23-03-2024,OZ5,VA1,5,3995,2647.86,551.98,2024,March,1,01-01-2024,31-12-2024,286042,5,109108.47,1
ZiVA500,05-01-2026,OZ5,VA5,1,799,484.28,88.33,2026,January,1,01-01-2026,31-12-2026,286042,5,103391.5,4
ZiVA501,12-10-2025,OZ5,VA9,3,2397,1680.7,199.86,2025,October,4,01-01-2025,31-12-2025,286042,5,106096.5,2
ZiVA502,18-07-2024,OZ5,VA1,5,3995,2701.24,256.27,2024,July,3,01-01-2024,31-12-2024,286042,5,109108.47,1
ZiVA503,21-10-2024,OZ1,VA2,3,5997,3342.34,312.5,2024,October,4,01-01-2024,31-12-2024,673663,1,103620.97,3
ZiVA504,28-04-2024,OZ8,VA7,3,1497,1107.56,150.59,2024,April,2,01-01-2024,31-12-2024,171656,10,101495.94,5
ZiVA505,27-10-2025,OZ4,VA7,3,2997,2142.45,420.28,2025,October,4,01-01-2025,31-12-2025,271728,7,101495.94,5
ZiVA506,20-07-2024,OZ6,VA3,4,3196,2363.91,407.28,2024,July,3,01-01-2024,31-12-2024,218926,8,92016.54,7
ZiVA507,18-04-2025,OZ9,VA9,1,899,500.8,106.13,2025,April,2,01-01-2025,31-12-2025,283185,6,106096.5,2
ZiVA508,02-07-2025,OZ8,VA6,3,1497,879.41,114.56,2025,July,3,01-01-2025,31-12-2025,171656,10,76598.8,10
ZiVA509,31-08-2025,OZ3,VA7,5,12495,6914.67,1316.63,2025,August,3,01-01-2025,31-12-2025,652239,2,101495.94,5
ZiVA510,20-03-2024,OZ8,VA8,2,998,553.68,147.25,2024,March,1,01-01-2024,31-12-2024,171656,10,82367.24,9
ZiVA511,27-03-2024,OZ3,VA3,1,2499,1519.19,225.6,2024,March,1,01-01-2024,31-12-2024,652239,2,92016.54,7
ZiVA512,08-05-2025,OZ1,VA10,4,7996,4665.87,675.93,2025,May,2,01-01-2025,31-12-2025,673663,1,92967.49,6
ZiVA513,16-10-2024,OZ8,VA9,3,1497,1109.31,118.35,2024,October,4,01-01-2024,31-12-2024,171656,10,106096.5,2
ZiVA514,09-07-2025,OZ7,VA4,5,2995,1999.92,194.79,2025,July,3,01-01-2025,31-12-2025,195274,9,83645.5,8
ZiVA515,11-09-2024,OZ6,VA9,5,3995,2966.92,515.73,2024,September,3,01-01-2024,31-12-2024,218926,8,106096.5,2
ZiVA516,14-09-2024,OZ3,VA9,4,9996,6148.84,590.86,2024,September,3,01-01-2024,31-12-2024,652239,2,106096.5,2
ZiVA517,10-08-2024,OZ6,VA3,1,799,581.81,88.4,2024,August,3,01-01-2024,31-12-2024,218926,8,92016.54,7
ZiVA518,27-04-2024,OZ10,VA2,4,5996,3438.51,842.33,2024,April,2,01-01-2024,31-12-2024,487175,4,103620.97,3
ZiVA519,17-10-2025,OZ8,VA2,3,1497,834.79,102.42,2025,October,4,01-01-2025,31-12-2025,171656,10,103620.97,3
ZiVA520,30-10-2025,OZ8,VA5,2,998,672.1,124.47,2025,October,4,01-01-2025,31-12-2025,171656,10,103391.5,4
ZiVA521,26-03-2024,OZ1,VA9,2,3998,2813.09,319.95,2024,March,1,01-01-2024,31-12-2024,673663,1,106096.5,2
ZiVA522,30-07-2024,OZ2,VA2,5,10995,7143.21,666.66,2024,July,3,01-01-2024,31-12-2024,532158,3,103620.97,3
ZiVA523,24-03-2025,OZ8,VA2,5,2495,1779.15,329.95,2025,March,1,01-01-2025,31-12-2025,171656,10,103620.97,3
ZiVA524,17-03-2024,OZ9,VA3,3,2697,2002.28,330.34,2024,March,1,01-01-2024,31-12-2024,283185,6,92016.54,7
ZiVA525,06-09-2024,OZ8,VA3,1,499,318.17,66.32,2024,September,3,01-01-2024,31-12-2024,171656,10,92016.54,7
ZiVA526,02-05-2024,OZ10,VA10,4,5996,3714.74,527.08,2024,May,2,01-01-2024,31-12-2024,487175,4,92967.49,6
ZiVA527,07-10-2025,OZ10,VA4,5,7495,4492.86,763.36,2025,October,4,01-01-2025,31-12-2025,487175,4,83645.5,8
ZiVA528,15-05-2024,OZ3,VA10,3,7497,5384.48,389.98,2024,May,2,01-01-2024,31-12-2024,652239,2,92967.49,6
ZiVA529,29-09-2024,OZ9,VA10,3,2697,1707.65,188.23,2024,September,3,01-01-2024,31-12-2024,283185,6,92967.49,6
ZiVA530,18-07-2025,OZ9,VA10,2,1798,1130.4,129.6,2025,July,3,01-01-2025,31-12-2025,283185,6,92967.49,6
ZiVA531,03-01-2026,OZ7,VA2,1,599,365.65,89.51,2026,January,1,01-01-2026,31-12-2026,195274,9,103620.97,3
ZiVA532,22-10-2025,OZ7,VA4,2,1198,810.49,172.22,2025,October,4,01-01-2025,31-12-2025,195274,9,83645.5,8
ZiVA533,10-07-2024,OZ8,VA2,5,2495,1612.08,145.34,2024,July,3,01-01-2024,31-12-2024,171656,10,103620.97,3
ZiVA534,29-09-2024,OZ4,VA6,5,4995,3243.59,443,2024,September,3,01-01-2024,31-12-2024,271728,7,76598.8,10
ZiVA535,16-09-2024,OZ6,VA5,2,1598,983.29,121.15,2024,September,3,01-01-2024,31-12-2024,218926,8,103391.5,4
ZiVA536,03-02-2026,OZ6,VA2,1,799,477.1,84.47,2026,February,1,01-01-2026,31-12-2026,218926,8,103620.97,3
ZiVA537,13-09-2024,OZ8,VA1,3,1497,881.24,132.82,2024,September,3,01-01-2024,31-12-2024,171656,10,109108.47,1
ZiVA538,27-09-2024,OZ9,VA2,2,1798,1272.48,121.88,2024,September,3,01-01-2024,31-12-2024,283185,6,103620.97,3
ZiVA539,17-06-2024,OZ1,VA4,1,1999,1431.12,274.65,2024,June,2,01-01-2024,31-12-2024,673663,1,83645.5,8
ZiVA540,20-08-2025,OZ5,VA7,5,3995,2603.86,415.09,2025,August,3,01-01-2025,31-12-2025,286042,5,101495.94,5
ZiVA541,13-12-2025,OZ8,VA7,5,2495,1584.07,156.93,2025,December,4,01-01-2025,31-12-2025,171656,10,101495.94,5
ZiVA542,14-03-2024,OZ10,VA10,1,1499,992.76,97.33,2024,March,1,01-01-2024,31-12-2024,487175,4,92967.49,6
ZiVA543,06-07-2025,OZ8,VA5,4,1996,1246.89,108.2,2025,July,3,01-01-2025,31-12-2025,171656,10,103391.5,4
ZiVA544,09-02-2025,OZ3,VA2,1,2499,1696.92,323.11,2025,February,1,01-01-2025,31-12-2025,652239,2,103620.97,3
ZiVA545,10-06-2025,OZ3,VA2,5,12495,8046.06,1507.55,2025,June,2,01-01-2025,31-12-2025,652239,2,103620.97,3
ZiVA546,19-01-2025,OZ4,VA10,2,1998,1164.72,174.1,2025,January,1,01-01-2025,31-12-2025,271728,7,92967.49,6
ZiVA547,31-05-2025,OZ1,VA8,5,9995,6233.33,803.14,2025,May,2,01-01-2025,31-12-2025,673663,1,82367.24,9
ZiVA548,23-11-2025,OZ10,VA9,2,2998,2073.92,429.9,2025,November,4,01-01-2025,31-12-2025,487175,4,106096.5,2
ZiVA549,27-07-2025,OZ9,VA6,1,899,524.88,100.61,2025,July,3,01-01-2025,31-12-2025,283185,6,76598.8,10
ZiVA550,16-06-2025,OZ4,VA6,5,4995,3684.68,406.39,2025,June,2,01-01-2025,31-12-2025,271728,7,76598.8,10
ZiVA551,19-04-2025,OZ10,VA10,1,1499,947.65,207.17,2025,April,2,01-01-2025,31-12-2025,487175,4,92967.49,6
ZiVA552,30-10-2024,OZ1,VA1,2,3998,2711.97,447.46,2024,October,4,01-01-2024,31-12-2024,673663,1,109108.47,1
ZiVA553,30-10-2025,OZ7,VA3,4,2396,1385.84,196.48,2025,October,4,01-01-2025,31-12-2025,195274,9,92016.54,7
ZiVA554,02-08-2025,OZ6,VA4,2,1598,1088.22,195.02,2025,August,3,01-01-2025,31-12-2025,218926,8,83645.5,8
ZiVA555,07-11-2025,OZ2,VA1,2,4398,2565.37,362.67,2025,November,4,01-01-2025,31-12-2025,532158,3,109108.47,1
ZiVA556,11-11-2025,OZ5,VA9,4,3196,1880.02,387.01,2025,November,4,01-01-2025,31-12-2025,286042,5,106096.5,2
ZiVA557,03-12-2024,OZ7,VA5,4,2396,1663.82,185.95,2024,December,4,01-01-2024,31-12-2024,195274,9,103391.5,4
ZiVA558,06-02-2026,OZ9,VA8,2,1798,1247.64,140.91,2026,February,1,01-01-2026,31-12-2026,283185,6,82367.24,9
ZiVA559,20-12-2024,OZ4,VA9,4,3996,2650.91,548.57,2024,December,4,01-01-2024,31-12-2024,271728,7,106096.5,2
ZiVA560,23-11-2025,OZ10,VA3,1,1499,911.59,111.55,2025,November,4,01-01-2025,31-12-2025,487175,4,92016.54,7
ZiVA561,21-06-2024,OZ5,VA7,5,3995,2652.3,290.54,2024,June,2,01-01-2024,31-12-2024,286042,5,101495.94,5
ZiVA562,30-08-2024,OZ7,VA4,5,2995,2227.78,158.45,2024,August,3,01-01-2024,31-12-2024,195274,9,83645.5,8
ZiVA563,16-10-2024,OZ8,VA5,5,2495,1378.5,283.63,2024,October,4,01-01-2024,31-12-2024,171656,10,103391.5,4
ZiVA564,21-12-2025,OZ5,VA3,3,2397,1608.41,340.17,2025,December,4,01-01-2025,31-12-2025,286042,5,92016.54,7
ZiVA565,12-04-2024,OZ4,VA3,3,2997,1831.67,427.11,2024,April,2,01-01-2024,31-12-2024,271728,7,92016.54,7
ZiVA566,17-04-2024,OZ1,VA10,2,3998,2685.16,497.66,2024,April,2,01-01-2024,31-12-2024,673663,1,92967.49,6
ZiVA567,01-07-2025,OZ4,VA2,3,2997,2080.82,200.27,2025,July,3,01-01-2025,31-12-2025,271728,7,103620.97,3
ZiVA568,13-02-2025,OZ9,VA6,4,3596,2136.4,425.31,2025,February,1,01-01-2025,31-12-2025,283185,6,76598.8,10
ZiVA569,26-06-2024,OZ5,VA6,2,1598,1034.57,173.5,2024,June,2,01-01-2024,31-12-2024,286042,5,76598.8,10
ZiVA570,20-03-2025,OZ8,VA8,5,2495,1459.74,188.39,2025,March,1,01-01-2025,31-12-2025,171656,10,82367.24,9
ZiVA571,22-11-2025,OZ10,VA3,4,5996,3414.28,874.75,2025,November,4,01-01-2025,31-12-2025,487175,4,92016.54,7
ZiVA572,19-09-2024,OZ3,VA9,5,12495,8191.57,1251.51,2024,September,3,01-01-2024,31-12-2024,652239,2,106096.5,2
ZiVA573,22-06-2024,OZ3,VA9,5,12495,7589.12,628.02,2024,June,2,01-01-2024,31-12-2024,652239,2,106096.5,2
ZiVA574,10-11-2025,OZ7,VA10,5,2995,2176.52,244.02,2025,November,4,01-01-2025,31-12-2025,195274,9,92967.49,6
ZiVA575,11-08-2024,OZ5,VA2,2,1598,924.7,108.56,2024,August,3,01-01-2024,31-12-2024,286042,5,103620.97,3
ZiVA576,12-05-2025,OZ6,VA9,1,799,533.6,91.85,2025,May,2,01-01-2025,31-12-2025,218926,8,106096.5,2
ZiVA577,27-02-2024,OZ7,VA3,4,2396,1756.82,159.69,2024,February,1,01-01-2024,31-12-2024,195274,9,92016.54,7
ZiVA578,24-03-2025,OZ6,VA8,1,799,543.66,106.17,2025,March,1,01-01-2025,31-12-2025,218926,8,82367.24,9
ZiVA579,30-10-2024,OZ7,VA8,3,1797,1304.32,226.56,2024,October,4,01-01-2024,31-12-2024,195274,9,82367.24,9
ZiVA580,05-02-2026,OZ2,VA8,5,10995,6822.06,1376.86,2026,February,1,01-01-2026,31-12-2026,532158,3,82367.24,9
ZiVA581,21-09-2024,OZ6,VA3,1,799,484.43,65.12,2024,September,3,01-01-2024,31-12-2024,218926,8,92016.54,7
ZiVA582,07-10-2024,OZ6,VA8,1,799,563.71,49.75,2024,October,4,01-01-2024,31-12-2024,218926,8,82367.24,9
ZiVA583,26-05-2024,OZ9,VA2,4,3596,2277.13,450.48,2024,May,2,01-01-2024,31-12-2024,283185,6,103620.97,3
ZiVA584,05-08-2024,OZ8,VA1,3,1497,851.4,139.52,2024,August,3,01-01-2024,31-12-2024,171656,10,109108.47,1
ZiVA585,27-05-2024,OZ3,VA6,4,9996,6811.43,660.24,2024,May,2,01-01-2024,31-12-2024,652239,2,76598.8,10
ZiVA586,22-11-2025,OZ9,VA10,5,4495,3345.51,355.11,2025,November,4,01-01-2025,31-12-2025,283185,6,92967.49,6
ZiVA587,02-09-2025,OZ9,VA2,2,1798,1133.27,145.94,2025,September,3,01-01-2025,31-12-2025,283185,6,103620.97,3
ZiVA588,14-02-2025,OZ3,VA9,5,12495,9069.44,1426.12,2025,February,1,01-01-2025,31-12-2025,652239,2,106096.5,2
ZiVA589,01-04-2024,OZ4,VA9,5,4995,2930.54,520.48,2024,April,2,01-01-2024,31-12-2024,271728,7,106096.5,2
ZiVA590,14-01-2026,OZ9,VA10,5,4495,2861.51,576.64,2026,January,1,01-01-2026,31-12-2026,283185,6,92967.49,6
ZiVA591,26-01-2026,OZ5,VA2,5,3995,2278.43,353.33,2026,January,1,01-01-2026,31-12-2026,286042,5,103620.97,3
ZiVA592,04-12-2025,OZ2,VA6,5,10995,6123.84,949.14,2025,December,4,01-01-2025,31-12-2025,532158,3,76598.8,10
ZiVA593,30-09-2024,OZ6,VA4,4,3196,2015.1,328.25,2024,September,3,01-01-2024,31-12-2024,218926,8,83645.5,8
ZiVA594,26-04-2024,OZ1,VA1,5,9995,5996.98,723.16,2024,April,2,01-01-2024,31-12-2024,673663,1,109108.47,1
ZiVA595,12-08-2025,OZ9,VA4,2,1798,1338.85,116.61,2025,August,3,01-01-2025,31-12-2025,283185,6,83645.5,8
